Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
164,1,0,1,1,3,1,73,43,60,180,4,5
165,1,0,1,2,3,3,35,75,300,420,1,5
166,1,0,1,2,3,2,94,59,180,300,3,5
167,1,0,1,2,3,3,70,62,180,300,3,5
168,1,0,1,1,3,3,40,33,60,180,3,5
169,1,0,1,2,3,1,13,8,0,300,2,5
170,1,0,1,2,3,2,1,54,180,300,3,5
171,1,0,1,2,3,2,70,38,0,300,2,5
172,1,0,1,2,3,3,15,92,60,180,1,5
173,1,0,1,1,3,1,1,58,60,180,2,5
174,1,0,1,2,3,1,58,55,420,540,2,5
175,1,0,1,2,3,3,36,29,0,300,3,5
176,1,0,1,2,3,1,30,72,420,540,3,5
177,1,0,1,1,3,2,51,33,60,180,1,5
178,1,0,1,2,3,3,55,63,0,300,4,5
179,1,0,1,2,3,2,54,85,0,300,1,5
180,1,0,1,2,3,2,72,88,420,540,4,5
181,1,0,1,2,3,3,98,56,180,300,4,5
182,1,0,1,2,3,3,79,61,420,540,2,5
183,1,0,1,2,3,1,5,86,60,180,2,5
184,1,0,1,1,3,2,15,90,60,180,2,5
185,1,0,1,2,3,3,46,32,180,300,3,5
186,1,0,1,2,3,1,40,5,180,300,1,5
187,1,0,1,2,3,1,22,36,60,180,3,5
188,1,0,1,1,3,3,59,29,60,180,3,5
189,1,0,1,2,3,1,39,16,180,300,1,5
190,1,0,1,2,3,1,7,37,0,300,3,5
191,1,0,1,2,3,2,85,89,300,600,1,5
192,1,0,1,1,3,3,74,19,60,180,2,5
193,1,0,1,2,3,1,12,14,60,180,1,5
194,1,0,1,1,3,3,53,26,60,180,3,5
195,1,0,1,2,3,1,83,36,420,540,2,5
196,1,0,1,1,3,1,92,48,60,180,3,5
197,1,0,1,2,3,1,95,75,0,300,4,5
198,1,0,1,1,3,2,22,51,60,180,3,5
199,1,0,1,2,3,3,69,69,180,300,4,5
200,1,0,1,2,3,1,69,94,420,540,4,5
201,1,0,1,2,3,3,37,11,180,300,3,5
202,1,0,1,2,3,3,83,34,60,180,1,5
203,1,0,1,2,3,3,53,0,300,420,1,5
204,1,0,1,2,3,1,49,45,300,420,1,5
205,1,0,1,1,3,2,100,88,60,180,1,5
206,1,0,1,2,3,1,10,58,180,300,3,5
207,1,0,1,2,3,2,99,80,300,420,4,5
208,1,0,1,2,3,1,59,92,0,300,4,5
209,1,0,1,2,3,3,12,43,0,300,2,5
210,1,0,1,2,3,1,72,9,60,180,2,5
211,1,0,1,2,3,2,6,20,0,300,2,5
212,1,0,1,2,3,1,46,10,0,300,1,5
213,1,0,1,2,3,2,66,55,60,180,2,5
214,1,0,1,2,3,3,72,54,420,540,3,5
215,1,0,1,2,3,2,56,23,420,540,2,5
216,1,0,1,2,3,1,21,63,60,180,3,5
217,1,0,1,2,3,1,62,36,60,180,3,5
218,1,0,1,1,3,3,82,18,60,180,3,5
219,1,0,1,1,3,3,92,93,60,180,3,5
220,1,0,1,2,3,1,73,23,180,300,4,5
221,1,0,1,1,3,2,69,13,60,180,1,5
222,1,0,1,1,3,3,93,30,60,180,4,5
223,1,0,1,1,3,1,90,73,60,180,1,5
224,1,0,1,1,3,2,7,52,60,180,4,5
225,1,0,1,2,3,2,61,49,0,300,4,5
226,1,0,1,2,3,1,29,20,420,540,3,5
227,1,0,1,2,3,2,85,44,420,540,2,5
228,1,0,1,1,3,1,57,51,60,180,3,5
229,1,0,1,2,3,3,1,77,180,300,4,5
230,1,0,1,2,3,3,73,95,180,300,2,5
231,1,0,1,1,3,2,85,21,60,180,3,5
232,1,0,1,1,3,1,29,56,60,180,4,5
233,1,0,1,2,3,1,9,79,180,300,1,5
234,1,0,1,2,3,2,37,22,180,300,3,5
235,1,0,1,2,3,2,82,5,60,180,4,5
236,1,0,1,2,3,2,35,88,0,300,4,5
237,1,0,1,2,3,3,98,19,300,420,3,5
238,1,0,1,2,3,1,61,85,60,180,4,5
239,1,0,1,2,3,2,14,21,0,300,4,5
240,1,0,1,1,3,3,76,10,60,180,1,5
241,1,0,1,2,3,3,54,81,60,180,3,5
242,1,0,1,2,3,3,55,91,0,300,3,5
243,1,0,1,2,3,2,9,82,300,420,4,5
244,1,0,1,1,3,1,93,38,60,180,3,5
245,1,0,1,2,3,2,80,75,300,420,4,5
246,1,0,1,2,3,2,100,8,420,540,3,5
247,1,0,1,2,3,1,33,9,0,300,3,5
248,1,0,1,2,3,2,53,91,180,300,4,5
249,1,0,1,2,3,2,79,98,180,300,4,5
250,1,0,1,1,3,1,48,21,60,180,3,5
251,1,0,1,2,3,1,46,19,60,180,3,5
252,1,0,1,2,3,2,64,27,420,540,3,5
253,1,0,1,2,3,2,54,44,300,420,4,5
254,1,0,1,2,3,3,61,37,60,180,2,5
255,1,0,1,2,3,2,3,16,420,540,4,5
256,1,0,1,1,3,3,48,19,60,180,2,5
257,1,0,1,1,3,2,5,89,60,180,4,5
258,1,0,1,1,3,2,93,18,60,180,4,5
259,1,0,1,2,3,3,35,70,180,300,1,5
260,1,0,1,2,3,3,1,72,420,540,1,5
261,1,0,1,2,3,2,1,53,0,300,3,5
262,1,0,1,1,3,3,49,9,60,180,3,5
263,1,0,1,1,3,3,14,45,60,180,4,5
264,1,0,1,2,3,2,53,15,180,300,3,5
265,1,0,1,2,3,2,49,35,180,300,4,5
266,1,0,1,1,3,3,82,64,60,180,4,5
267,1,0,1,2,3,2,82,94,180,300,4,5
268,1,0,1,2,3,2,18,36,60,180,3,5
269,1,0,1,2,3,2,46,81,60,180,3,5
270,1,0,1,1,3,3,27,68,60,180,1,5
271,1,0,1,1,3,3,95,89,60,180,4,5
272,1,0,1,2,3,2,80,98,420,540,2,5
273,1,0,1,2,3,2,24,44,180,300,3,5
274,1,0,1,2,3,1,87,53,300,420,4,5
275,1,0,1,1,3,2,86,71,60,180,3,5
276,1,0,1,2,3,2,87,18,60,180,3,5
277,1,0,1,2,3,2,82,91,60,180,1,5
278,1,0,1,2,3,1,51,93,60,180,1,5
279,1,0,1,1,3,2,95,72,60,180,3,5
280,1,0,1,1,3,3,61,76,60,180,2,5
281,1,0,1,1,3,1,85,96,60,180,3,5
282,1,0,1,1,3,2,91,3,60,180,1,5
283,1,0,1,2,3,1,20,85,60,180,2,5
284,1,0,1,2,3,1,39,71,420,540,1,5
285,1,0,1,2,3,1,58,45,420,540,3,5
286,1,0,1,2,3,1,39,94,60,180,4,5
287,1,0,1,2,3,2,20,80,180,300,3,5
288,1,0,1,2,3,2,75,70,180,300,1,5
289,1,0,1,2,3,2,50,98,60,180,4,5
290,1,0,1,2,3,1,92,18,0,300,3,5
291,1,0,1,2,3,1,95,100,60,180,2,5
292,1,0,1,2,3,2,37,82,180,300,1,5
293,1,0,1,1,3,1,100,89,60,180,2,5
294,1,0,1,2,3,1,52,47,420,540,1,5
295,1,0,1,2,3,1,20,15,0,300,2,5
296,1,0,1,1,3,1,64,17,60,180,3,5
297,1,0,1,1,3,2,55,36,60,180,4,5
298,1,0,1,2,3,1,65,11,0,300,1,5
299,1,0,1,1,3,3,82,41,60,180,4,5
300,1,0,1,2,3,2,73,30,0,300,1,5
301,1,0,1,2,3,3,96,86,0,300,3,5
302,1,0,1,1,3,3,64,10,60,180,4,5
303,1,0,1,1,3,1,31,9,60,180,3,5
304,1,0,1,2,3,1,17,72,0,300,2,5
305,1,0,1,2,3,3,45,60,420,540,4,5
306,1,0,1,2,3,3,62,41,60,180,2,5
307,1,0,1,2,3,1,70,39,60,180,3,5
308,1,0,1,2,3,3,72,22,420,540,3,5
309,1,0,1,2,3,2,64,50,0,300,1,5
310,1,0,1,1,3,2,90,38,60,180,3,5
311,1,0,1,2,3,1,94,17,60,180,4,5
312,1,0,1,1,3,3,44,20,60,180,1,5
313,1,0,1,1,3,3,94,42,60,180,2,5
314,1,0,1,2,3,3,39,20,420,540,4,5
315,1,0,1,1,3,2,63,74,60,180,4,5
316,1,0,1,1,3,1,96,40,60,180,2,5
317,1,0,1,2,3,3,33,93,180,300,4,5
318,1,0,1,2,3,2,38,75,420,540,2,5
319,1,0,1,2,3,3,98,26,60,180,2,5
320,1,0,1,1,3,1,78,29,60,180,1,5
321,1,0,1,2,3,1,96,10,180,300,3,5
322,1,0,1,1,3,1,3,75,60,180,1,5
323,1,0,1,2,3,1,64,78,180,300,1,5
324,1,0,1,2,3,2,46,64,180,300,1,5
325,1,0,1,2,3,3,80,93,0,300,3,5
326,1,0,1,2,3,2,62,97,420,540,4,5
327,1,0,1,2,3,3,15,75,60,180,1,5
328,1,0,1,2,3,3,73,80,180,300,3,5
329,1,0,1,2,3,3,12,71,180,300,4,5
330,1,0,1,2,3,2,46,41,420,540,2,5
331,1,0,1,2,3,2,82,9,0,300,4,5
332,1,0,1,2,3,2,2,72,180,300,2,5
333,1,0,1,1,3,3,53,60,60,180,1,5
334,1,0,1,1,3,3,69,47,60,180,3,5
335,1,0,1,2,3,3,90,24,60,180,1,5
336,1,578,2,2,3,3,99,34,0,300,1,5
337,1,443,2,2,3,1,45,18,60,180,2,5
338,1,198,2,2,3,3,59,0,0,300,2,5
339,1,32,2,1,3,2,4,4,60,180,2,5
340,1,519,2,2,3,3,22,27,0,300,4,5
341,1,334,2,1,3,3,3,96,0,300,4,5
342,1,439,2,2,3,2,3,5,180,300,1,5
343,1,170,2,1,3,3,45,60,0,300,2,5
344,1,343,2,2,3,2,43,34,60,180,3,5
345,1,252,2,2,3,3,62,80,0,300,2,5
346,1,559,2,1,3,3,34,95,180,300,3,5
347,1,410,2,2,3,1,21,47,60,180,4,5
348,1,207,2,2,3,2,79,47,0,300,2,5
349,1,4,2,2,3,1,85,28,60,180,3,5
350,1,485,2,2,3,3,55,10,300,600,2,5
351,1,270,2,2,3,1,58,96,180,300,2,5
352,1,359,2,1,3,2,1,60,60,180,2,5
353,1,205,2,2,3,2,78,16,420,540,1,5
354,1,308,2,1,3,1,18,13,60,180,2,5
355,1,338,2,1,3,1,64,94,0,300,4,5
356,1,451,2,1,3,1,25,37,0,300,2,5
357,1,388,2,1,3,1,51,17,60,180,3,5
358,1,487,2,2,3,3,85,26,420,540,3,5
359,1,510,2,2,3,2,4,99,180,300,3,5
360,1,373,2,1,3,2,26,99,60,180,2,5
361,1,248,2,2,3,1,10,43,180,300,1,5
362,1,201,2,2,3,2,93,81,0,300,3,5
363,1,110,2,1,3,1,76,23,180,300,2,5
364,1,9,2,2,3,1,96,23,0,300,2,5
365,1,126,2,1,3,2,71,88,0,300,1,5
366,1,576,2,1,3,2,56,69,0,300,1,5
367,1,293,2,2,3,2,73,100,180,300,3,5
368,1,358,2,1,3,1,49,37,60,180,1,5
369,1,392,2,2,3,3,62,26,300,420,1,5
370,1,325,2,1,3,2,95,10,0,300,4,5
371,1,277,2,2,3,2,62,38,60,180,4,5
372,1,159,2,2,3,2,28,92,300,420,2,5
373,1,380,2,2,3,3,6,61,420,540,4,5
374,1,393,2,1,3,3,17,36,180,300,4,5
375,1,74,2,2,3,2,43,47,60,180,1,5
376,1,549,2,1,3,1,61,29,180,300,3,5
377,1,264,2,2,3,3,69,73,300,600,4,5
378,1,387,2,1,3,2,8,1,60,180,4,5
379,1,46,2,2,3,1,84,51,420,540,4,5
380,1,137,2,2,3,2,80,52,300,600,1,5
381,1,33,2,2,3,2,47,82,420,540,4,5
382,1,575,2,2,3,2,80,81,0,300,2,5
383,1,163,2,2,3,1,25,7,420,540,1,5
384,1,466,2,2,3,1,4,29,0,300,4,5
385,1,445,2,2,3,3,10,1,180,300,1,5
386,1,389,2,2,3,1,53,93,0,300,1,5
387,1,280,2,1,3,3,25,81,0,300,3,5
388,1,482,2,2,3,2,46,96,420,540,3,5
389,1,75,2,2,3,2,84,44,60,180,2,5
390,1,240,2,2,3,3,64,32,60,180,2,5
391,1,240,2,2,3,3,93,63,180,300,2,5
392,1,535,2,2,3,3,10,22,0,300,4,5
393,1,249,2,2,3,2,42,6,180,300,4,5
394,1,199,2,1,3,2,92,37,60,180,3,5
395,1,292,2,2,3,3,73,28,0,300,1,5
396,1,460,2,1,3,1,33,7,180,300,1,5
397,1,52,2,2,3,3,90,29,60,180,3,5
398,1,24,2,1,3,2,49,75,180,300,2,5
399,1,100,2,2,3,2,40,59,420,540,1,5
400,1,415,2,1,3,3,64,12,0,300,2,5
401,1,92,2,2,3,3,88,2,300,420,3,5
402,1,310,2,2,3,2,67,12,60,180,1,5
403,1,527,2,2,3,3,44,43,60,180,3,5
404,1,90,2,1,3,2,62,61,0,300,3,5
405,1,290,2,1,3,1,51,85,60,180,4,5
406,1,578,2,1,3,1,54,85,180,300,3,5
407,1,54,2,1,3,3,16,43,60,180,4,5
408,1,421,2,2,3,2,91,9,0,300,2,5
409,1,448,2,1,3,3,81,46,60,180,4,5
410,1,212,2,2,3,1,89,62,420,540,3,5
411,1,47,2,1,3,3,36,89,180,300,3,5
412,1,523,2,1,3,3,1,54,0,300,2,5
413,1,72,2,2,3,3,18,62,180,300,1,5
414,1,368,2,1,3,1,87,42,180,300,1,5
415,1,416,2,2,3,3,44,68,0,300,4,5
416,1,581,2,2,3,1,93,63,180,300,4,5
417,1,61,2,2,3,2,26,36,0,300,2,5
418,1,123,2,2,3,2,61,71,180,300,3,5
419,1,295,2,2,3,2,51,66,180,300,1,5
420,1,580,2,2,3,2,33,99,420,540,2,5
421,1,438,2,1,3,1,81,18,180,300,2,5
422,1,202,2,2,3,2,37,19,180,300,1,5
423,1,503,2,1,3,3,82,7,180,300,1,5
424,1,33,2,2,3,1,53,65,420,540,1,5
425,1,574,2,2,3,1,59,38,300,600,3,5
426,1,284,2,1,3,2,28,48,180,300,2,5
427,1,384,2,2,3,3,34,68,0,300,4,5
428,1,396,2,2,3,3,57,60,420,540,2,5
429,1,250,2,2,3,3,31,66,60,180,4,5
430,1,148,2,2,3,3,72,53,300,420,2,5
431,1,69,2,2,3,2,51,5,60,180,3,5
432,1,336,2,2,3,2,78,77,300,600,4,5
433,1,210,2,1,3,1,20,42,0,300,4,5
434,1,309,2,1,3,1,19,75,180,300,2,5
435,1,447,2,2,3,1,64,48,420,540,4,5
436,1,179,2,2,3,1,21,50,420,540,1,5
437,1,582,2,1,3,3,45,26,180,300,2,5
438,1,133,2,2,3,3,86,45,60,180,2,5
439,1,465,2,1,3,1,37,25,60,180,1,5
440,1,5,2,2,3,3,3,62,300,420,4,5
441,1,570,2,2,3,1,7,76,420,540,3,5
442,1,279,2,2,3,3,14,7,60,180,4,5
443,1,302,2,2,3,3,33,64,180,300,4,5
444,11,495,13,2,3,3,34,74,420,540,3,5
445,8,407,8,2,3,1,54,20,420,540,4,5
446,9,491,10,2,3,1,31,79,300,420,3,5
447,5,455,7,2,3,2,61,28,300,420,3,5
448,11,463,12,1,3,3,100,55,180,300,1,5
449,2,569,4,2,3,1,83,87,0,300,3,5
450,9,576,10,2,3,2,6,70,420,540,3,5
451,13,49,13,2,3,3,27,56,0,300,1,5
452,14,48,14,2,3,1,94,48,0,300,2,5
453,14,60,14,1,3,1,29,56,180,300,1,5
454,2,486,4,1,3,3,58,8,60,180,1,5
455,2,262,3,1,3,2,32,81,60,180,1,5
456,6,408,6,2,3,3,92,80,420,540,2,5
457,9,412,10,2,3,2,65,84,180,300,2,5
458,10,408,10,2,3,2,43,47,420,540,3,5
459,12,52,14,2,3,3,97,65,300,420,4,5
460,12,192,13,1,3,1,19,56,180,300,3,5
461,11,51,11,2,3,1,97,50,60,180,2,5
462,4,251,4,2,3,1,64,62,300,420,4,5
463,4,344,4,2,3,3,74,5,420,540,2,5
464,12,464,13,2,3,3,27,18,180,300,4,5
465,1,234,1,2,3,2,40,21,420,540,2,5
466,6,334,6,2,3,1,53,86,420,540,3,5
467,8,95,9,2,3,2,15,40,420,540,4,5
468,10,554,11,2,3,3,71,55,300,600,3,5
469,4,587,6,2,3,2,74,53,420,540,1,5
470,12,37,12,1,3,3,80,71,60,180,4,5
471,4,556,5,2,3,3,71,9,420,540,1,5
472,3,369,3,2,3,1,1,85,420,540,3,5
473,3,448,4,2,3,1,24,16,60,180,1,5
474,11,171,11,1,3,3,52,100,180,300,2,5
475,7,300,7,2,3,1,12,25,420,540,2,5
476,5,425,7,1,3,3,85,47,60,180,3,5
477,2,502,4,1,3,2,45,4,60,180,2,5
478,5,319,6,2,3,2,85,57,300,600,4,5
479,9,252,9,2,3,2,71,54,420,540,1,5
480,10,309,11,1,3,2,65,92,180,300,2,5
481,1,75,2,2,3,3,53,5,420,540,3,5
482,4,436,6,2,3,1,57,68,420,540,2,5
483,1,77,1,2,3,2,94,34,300,600,4,5
484,6,241,6,2,3,2,62,81,420,540,1,5
485,7,67,7,1,3,1,92,77,180,300,2,5
486,11,281,11,2,3,3,57,100,300,420,3,5
487,4,129,4,2,3,2,13,1,300,600,1,5
488,3,113,4,2,3,3,58,91,420,540,2,5
489,10,429,11,2,3,3,0,1,60,180,4,5
490,3,160,3,2,3,1,5,31,300,600,4,5
491,4,354,5,2,3,3,39,2,180,300,3,5
492,4,420,5,2,3,1,12,11,60,180,3,5
493,3,206,3,2,3,2,32,66,300,420,4,5
494,4,372,5,2,3,3,58,27,420,540,4,5
495,14,550,16,1,3,3,66,52,180,300,3,5
496,1,593,3,2,3,3,70,38,300,600,1,5
497,6,211,6,2,3,1,93,38,300,420,3,5
498,12,352,13,1,3,1,37,68,0,300,3,5
499,6,100,6,2,3,1,62,48,300,420,4,5
500,1,69,1,2,3,1,58,19,300,420,1,5
501,8,587,10,1,3,3,77,8,0,300,3,5
502,4,509,6,1,3,1,40,17,60,180,1,5
503,7,18,8,2,3,3,35,95,0,300,3,5
504,14,109,14,2,3,2,44,51,180,300,3,5
505,5,125,5,2,3,3,57,65,300,420,1,5
506,8,557,9,2,3,2,26,27,0,300,1,5
507,5,412,6,2,3,1,54,53,60,180,4,5
508,5,393,5,2,3,3,72,59,420,540,3,5
509,11,490,12,2,3,2,56,33,0,300,2,5
510,11,334,11,2,3,3,16,34,420,540,1,5
511,14,90,14,2,3,1,87,95,420,540,2,5
512,8,561,9,2,3,2,4,30,60,180,1,5
513,9,153,9,2,3,2,1,35,180,300,2,5
514,9,554,10,1,3,3,64,72,0,300,4,5
515,11,112,12,2,3,3,9,41,0,300,4,5
516,13,441,15,2,3,1,41,81,60,180,2,5
517,5,226,6,2,3,2,47,49,300,600,2,5
518,1,167,1,2,3,1,28,48,180,300,1,5
519,1,549,3,2,3,1,85,21,0,300,4,5
520,5,324,5,2,3,3,13,57,420,540,2,5
521,5,405,6,2,3,2,67,44,60,180,4,5
522,12,574,13,1,3,2,50,97,0,300,2,5
523,10,350,11,1,3,2,34,12,60,180,1,5
524,9,267,9,2,3,2,32,94,420,540,4,5
525,2,317,4,2,3,1,12,70,300,420,1,5
526,13,513,15,2,3,3,5,76,180,300,2,5
527,3,462,4,2,3,1,38,76,300,600,2,5
528,10,310,10,2,3,2,82,29,420,540,1,5
