Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
164,1,0,1,1,3,3,95,15,60,180,1,5
165,1,0,1,1,3,1,28,46,60,180,3,5
166,1,0,1,1,3,3,27,70,60,180,3,5
167,1,0,1,1,3,2,1,81,60,180,3,5
168,1,0,1,1,3,3,37,57,60,180,4,5
169,1,0,1,1,3,3,84,40,60,180,1,5
170,1,0,1,1,3,3,73,7,60,180,3,5
171,1,0,1,2,3,2,80,51,60,180,1,5
172,1,0,1,1,3,3,92,85,60,180,3,5
173,1,0,1,1,3,2,70,90,60,180,2,5
174,1,0,1,1,3,1,1,11,60,180,3,5
175,1,0,1,1,3,1,92,31,60,180,4,5
176,1,0,1,1,3,3,33,97,60,180,4,5
177,1,0,1,2,3,3,34,62,300,600,1,5
178,1,0,1,1,3,1,47,99,60,180,3,5
179,1,0,1,1,3,3,48,45,60,180,4,5
180,1,0,1,1,3,3,89,72,60,180,3,5
181,1,0,1,1,3,3,3,55,60,180,2,5
182,1,0,1,1,3,3,82,23,60,180,2,5
183,1,0,1,1,3,3,2,97,60,180,3,5
184,1,0,1,1,3,1,1,12,60,180,4,5
185,1,0,1,1,3,3,55,48,60,180,4,5
186,1,0,1,1,3,1,50,99,60,180,2,5
187,1,0,1,1,3,3,20,77,60,180,4,5
188,1,0,1,1,3,2,43,77,60,180,2,5
189,1,0,1,1,3,2,23,22,60,180,2,5
190,1,0,1,1,3,3,27,50,60,180,1,5
191,1,0,1,1,3,3,15,78,60,180,1,5
192,1,0,1,1,3,1,67,35,60,180,4,5
193,1,0,1,1,3,3,17,92,60,180,1,5
194,1,0,1,1,3,2,84,50,60,180,4,5
195,1,0,1,1,3,1,30,57,60,180,1,5
196,1,0,1,1,3,1,70,15,60,180,2,5
197,1,0,1,1,3,3,87,29,60,180,4,5
198,1,0,1,1,3,3,44,71,60,180,1,5
199,1,0,1,1,3,1,77,41,60,180,2,5
200,1,0,1,1,3,3,0,79,60,180,2,5
201,1,0,1,1,3,1,45,90,60,180,1,5
202,1,0,1,1,3,2,36,45,60,180,1,5
203,1,0,1,1,3,1,62,76,60,180,1,5
204,1,0,1,1,3,2,0,94,60,180,2,5
205,1,0,1,1,3,3,15,48,60,180,2,5
206,1,0,1,1,3,3,43,12,60,180,3,5
207,1,0,1,1,3,1,40,66,60,180,2,5
208,1,0,1,1,3,2,38,13,60,180,4,5
209,1,0,1,1,3,2,48,12,60,180,4,5
210,1,0,1,1,3,1,56,66,60,180,1,5
211,1,0,1,1,3,2,57,4,60,180,4,5
212,1,0,1,1,3,1,10,93,60,180,1,5
213,1,0,1,1,3,2,32,84,60,180,4,5
214,1,0,1,1,3,2,98,39,60,180,3,5
215,1,0,1,1,3,2,69,37,60,180,3,5
216,1,0,1,1,3,2,9,49,60,180,2,5
217,1,0,1,1,3,2,99,57,60,180,1,5
218,1,0,1,1,3,2,30,79,60,180,3,5
219,1,0,1,1,3,1,89,91,60,180,4,5
220,1,0,1,1,3,1,6,42,60,180,4,5
221,1,0,1,1,3,1,25,62,60,180,3,5
222,1,0,1,1,3,2,75,43,60,180,4,5
223,1,0,1,1,3,1,89,87,60,180,4,5
224,1,0,1,1,3,1,45,62,60,180,2,5
225,1,0,1,1,3,3,45,42,60,180,2,5
226,1,0,1,1,3,2,94,67,60,180,2,5
227,1,0,1,2,3,2,98,98,0,300,3,5
228,1,0,1,1,3,2,29,96,60,180,3,5
229,1,0,1,1,3,1,94,55,60,180,3,5
230,1,0,1,1,3,2,55,33,60,180,1,5
231,1,0,1,1,3,3,35,9,60,180,1,5
232,1,0,1,1,3,1,73,21,60,180,2,5
233,1,0,1,1,3,2,10,23,60,180,4,5
234,1,0,1,1,3,3,48,58,60,180,1,5
235,1,0,1,1,3,2,83,28,60,180,2,5
236,1,0,1,1,3,1,70,12,60,180,1,5
237,1,0,1,1,3,2,28,74,60,180,4,5
238,1,0,1,1,3,2,3,4,60,180,4,5
239,1,0,1,1,3,3,42,96,60,180,1,5
240,1,0,1,1,3,3,60,6,60,180,2,5
241,1,0,1,1,3,3,41,73,60,180,2,5
242,1,0,1,1,3,1,66,17,60,180,4,5
243,1,0,1,1,3,1,99,16,60,180,4,5
244,1,0,1,1,3,3,51,35,60,180,3,5
245,1,0,1,1,3,3,27,32,60,180,2,5
246,1,0,1,1,3,3,41,19,60,180,3,5
247,1,0,1,1,3,1,78,3,60,180,2,5
248,1,0,1,1,3,3,98,89,60,180,2,5
249,1,0,1,1,3,1,82,75,60,180,1,5
250,1,0,1,1,3,2,46,31,60,180,2,5
251,1,0,1,1,3,1,45,81,60,180,2,5
252,1,0,1,1,3,1,64,11,60,180,1,5
253,1,0,1,1,3,3,100,91,60,180,2,5
254,1,0,1,1,3,1,52,53,60,180,1,5
255,1,0,1,1,3,1,66,82,60,180,1,5
256,1,0,1,1,3,2,34,28,60,180,3,5
257,1,0,1,1,3,2,49,89,60,180,4,5
258,1,0,1,1,3,1,43,42,60,180,1,5
259,1,0,1,1,3,1,61,91,60,180,1,5
260,1,0,1,1,3,2,99,82,60,180,1,5
261,1,0,1,1,3,1,58,63,60,180,3,5
262,1,0,1,1,3,1,62,100,60,180,1,5
263,1,0,1,1,3,2,96,64,60,180,4,5
264,1,0,1,2,3,1,43,32,0,300,2,5
265,1,0,1,1,3,2,94,26,60,180,1,5
266,1,0,1,1,3,2,81,16,60,180,1,5
267,1,0,1,1,3,3,83,33,60,180,3,5
268,1,0,1,1,3,1,51,88,60,180,2,5
269,1,0,1,1,3,1,23,43,60,180,4,5
270,1,0,1,1,3,1,42,55,60,180,3,5
271,1,0,1,1,3,1,21,20,60,180,4,5
272,1,0,1,1,3,1,64,22,60,180,4,5
273,1,0,1,1,3,3,47,69,60,180,3,5
274,1,0,1,1,3,2,45,64,60,180,3,5
275,1,0,1,1,3,3,17,55,60,180,1,5
276,1,0,1,1,3,1,4,8,60,180,3,5
277,1,0,1,1,3,2,13,55,60,180,3,5
278,1,0,1,1,3,2,67,8,60,180,2,5
279,1,0,1,1,3,1,30,99,60,180,2,5
280,1,0,1,1,3,3,55,15,60,180,4,5
281,1,0,1,1,3,3,84,47,60,180,2,5
282,1,0,1,1,3,2,79,4,60,180,2,5
283,1,0,1,1,3,3,23,30,60,180,4,5
284,1,0,1,1,3,1,16,16,60,180,2,5
285,1,0,1,1,3,1,19,9,60,180,1,5
286,1,0,1,1,3,2,3,3,60,180,4,5
287,1,0,1,1,3,2,26,57,60,180,3,5
288,1,0,1,1,3,1,31,7,60,180,1,5
289,1,0,1,1,3,2,97,34,60,180,1,5
290,1,0,1,1,3,1,72,2,60,180,4,5
291,1,0,1,1,3,1,8,10,60,180,4,5
292,1,0,1,1,3,2,37,89,60,180,2,5
293,1,0,1,1,3,1,63,89,60,180,2,5
294,1,0,1,1,3,2,4,59,60,180,4,5
295,1,0,1,1,3,1,13,37,60,180,2,5
296,1,0,1,1,3,2,23,28,60,180,1,5
297,1,0,1,1,3,3,56,18,60,180,4,5
298,1,0,1,1,3,2,28,11,60,180,3,5
299,1,0,1,1,3,1,79,45,60,180,4,5
300,1,0,1,1,3,3,42,74,60,180,4,5
301,1,0,1,1,3,2,71,21,60,180,2,5
302,1,0,1,1,3,2,27,26,60,180,4,5
303,1,0,1,1,3,1,85,98,60,180,3,5
304,1,0,1,1,3,3,77,47,60,180,2,5
305,1,0,1,1,3,3,93,85,60,180,1,5
306,1,0,1,2,3,2,4,20,60,180,1,5
307,1,0,1,1,3,3,58,20,60,180,3,5
308,1,0,1,1,3,2,21,27,60,180,3,5
309,1,0,1,1,3,3,18,82,60,180,4,5
310,1,0,1,1,3,1,30,47,60,180,1,5
311,1,420,2,1,3,2,76,14,0,300,1,5
312,1,216,2,1,3,3,41,95,0,300,3,5
313,1,596,2,1,3,3,71,54,180,300,2,5
314,1,257,2,1,3,1,35,47,0,300,1,5
315,1,222,2,1,3,1,98,61,60,180,3,5
316,1,317,2,1,3,2,56,48,60,180,3,5
317,1,150,2,1,3,2,75,89,0,300,3,5
318,1,258,2,1,3,3,67,94,180,300,3,5
319,1,128,2,1,3,2,32,77,180,300,2,5
320,1,583,2,1,3,3,97,12,0,300,2,5
321,1,265,2,1,3,2,4,26,180,300,2,5
322,1,142,2,1,3,3,53,54,180,300,2,5
323,1,197,2,1,3,3,40,34,60,180,3,5
324,1,175,2,1,3,2,95,55,60,180,2,5
325,1,325,2,1,3,3,36,58,0,300,3,5
326,1,411,2,1,3,1,84,52,60,180,4,5
327,1,122,2,1,3,3,37,98,180,300,4,5
328,1,490,2,2,3,2,38,18,300,420,2,5
329,1,153,2,1,3,3,46,25,180,300,4,5
330,1,251,2,1,3,1,44,43,0,300,3,5
331,1,368,2,2,3,3,97,25,60,180,1,5
332,1,567,2,1,3,3,39,27,60,180,4,5
333,1,0,2,1,3,2,60,93,180,300,1,5
334,1,593,2,1,3,2,29,29,60,180,4,5
335,1,148,2,1,3,1,58,86,60,180,1,5
336,1,2,2,1,3,2,99,38,60,180,2,5
337,1,454,2,1,3,1,49,71,0,300,2,5
338,1,338,2,1,3,3,78,85,0,300,1,5
339,1,387,2,1,3,3,47,99,60,180,1,5
340,1,31,2,1,3,2,91,31,60,180,2,5
341,1,136,2,1,3,1,99,46,180,300,1,5
342,1,42,2,1,3,2,40,62,0,300,3,5
343,1,1,2,1,3,3,40,95,0,300,3,5
344,1,382,2,1,3,3,66,60,0,300,3,5
345,1,396,2,1,3,3,20,36,60,180,1,5
346,1,13,2,1,3,1,89,9,180,300,2,5
347,1,470,2,1,3,3,99,39,60,180,4,5
348,1,82,2,1,3,3,80,94,180,300,2,5
349,1,436,2,1,3,2,16,66,0,300,4,5
350,1,461,2,2,3,2,16,80,300,600,1,5
351,1,187,2,1,3,2,33,68,0,300,2,5
352,1,502,2,1,3,1,97,35,0,300,3,5
353,1,20,2,2,3,1,31,82,420,540,3,5
354,1,499,2,1,3,3,9,87,180,300,3,5
355,1,275,2,1,3,3,41,19,0,300,2,5
356,1,77,2,1,3,1,44,1,180,300,4,5
357,1,552,2,1,3,2,96,52,0,300,4,5
358,1,545,2,1,3,3,83,98,0,300,2,5
359,1,362,2,1,3,3,0,92,0,300,1,5
360,1,20,2,1,3,2,66,67,0,300,3,5
361,1,91,2,1,3,1,86,50,60,180,4,5
362,1,579,2,1,3,2,93,85,180,300,2,5
363,1,45,2,1,3,1,99,48,0,300,4,5
364,1,76,2,1,3,2,4,29,180,300,3,5
365,1,133,2,1,3,2,25,48,0,300,4,5
366,1,10,2,1,3,1,19,41,180,300,4,5
367,1,419,2,1,3,1,12,19,180,300,1,5
368,1,26,2,1,3,2,84,12,60,180,4,5
369,1,222,2,1,3,2,34,22,0,300,4,5
370,1,10,2,1,3,2,92,85,0,300,2,5
371,1,387,2,2,3,1,68,84,60,180,2,5
372,1,383,2,1,3,3,67,91,60,180,3,5
373,1,307,2,1,3,2,22,35,180,300,2,5
374,1,587,2,1,3,2,73,75,0,300,4,5
375,1,415,2,1,3,3,52,34,180,300,2,5
376,1,216,2,1,3,1,89,67,0,300,2,5
377,1,233,2,1,3,1,73,87,60,180,1,5
378,1,495,2,1,3,1,75,55,60,180,4,5
379,1,324,2,1,3,3,50,15,180,300,1,5
380,1,417,2,1,3,1,9,22,60,180,2,5
381,1,421,2,1,3,2,38,11,60,180,1,5
382,1,247,2,2,3,1,31,18,0,300,4,5
383,1,175,2,1,3,2,59,97,0,300,1,5
384,1,540,2,1,3,1,59,78,0,300,3,5
385,1,572,2,1,3,3,70,57,180,300,3,5
386,1,528,2,1,3,1,39,99,60,180,2,5
387,1,155,2,1,3,3,29,37,60,180,3,5
388,1,578,2,1,3,2,19,26,180,300,2,5
389,1,296,2,1,3,1,66,39,180,300,1,5
390,1,195,2,1,3,2,55,68,0,300,1,5
391,1,405,2,1,3,2,41,18,0,300,3,5
392,1,157,2,1,3,3,44,3,0,300,1,5
393,1,74,2,1,3,2,63,0,180,300,4,5
394,1,426,2,1,3,3,17,6,0,300,2,5
395,1,18,2,1,3,2,87,17,0,300,3,5
396,1,465,2,1,3,2,10,69,0,300,4,5
397,1,375,2,1,3,3,85,88,60,180,4,5
398,1,425,2,1,3,2,38,64,180,300,2,5
399,1,597,2,1,3,2,1,13,0,300,3,5
400,1,354,2,1,3,1,78,7,180,300,1,5
401,1,332,2,1,3,3,60,38,0,300,2,5
402,1,200,2,1,3,2,74,35,60,180,2,5
403,1,13,2,1,3,3,57,21,0,300,2,5
404,1,453,2,1,3,3,91,94,180,300,4,5
405,1,10,2,1,3,2,94,0,60,180,3,5
406,1,130,2,1,3,3,96,84,60,180,4,5
407,1,473,2,1,3,1,64,23,180,300,2,5
408,1,583,2,2,3,3,20,5,60,180,3,5
409,1,377,2,1,3,1,50,63,0,300,2,5
410,1,236,2,1,3,1,56,69,60,180,1,5
411,1,54,2,1,3,2,24,8,180,300,3,5
412,1,515,2,1,3,2,95,12,60,180,1,5
413,1,81,2,1,3,2,23,39,0,300,2,5
414,1,249,2,1,3,2,81,52,0,300,4,5
415,1,157,2,1,3,1,87,62,60,180,3,5
416,1,280,2,1,3,3,91,88,180,300,1,5
417,1,198,2,1,3,1,38,46,0,300,4,5
418,1,368,2,1,3,3,77,26,0,300,2,5
419,1,268,2,1,3,2,0,29,180,300,3,5
420,8,339,9,1,3,1,27,14,60,180,3,5
421,6,476,8,1,3,3,2,72,0,300,2,5
422,2,386,2,2,3,2,65,4,420,540,1,5
423,3,580,4,1,3,1,61,91,60,180,2,5
424,8,534,9,1,3,1,98,17,180,300,1,5
425,7,111,8,1,3,3,73,75,180,300,2,5
426,7,224,7,2,3,2,53,13,300,600,4,5
427,7,22,8,1,3,2,64,83,0,300,4,5
428,12,327,12,2,3,3,1,72,420,540,2,5
429,3,50,4,2,3,3,51,46,60,180,2,5
430,11,58,11,1,3,1,12,54,60,180,2,5
431,8,499,9,1,3,1,77,7,0,300,2,5
432,5,243,6,1,3,3,76,66,0,300,4,5
433,2,205,2,2,3,1,77,46,420,540,1,5
434,4,459,6,1,3,2,65,43,0,300,4,5
435,14,422,16,1,3,3,60,22,180,300,1,5
436,6,70,7,1,3,3,83,18,60,180,1,5
437,1,550,3,2,3,3,74,40,180,300,4,5
438,4,25,5,2,3,3,44,86,0,300,1,5
439,6,460,7,1,3,3,57,4,60,180,3,5
440,8,553,10,1,3,3,63,50,180,300,2,5
441,11,560,13,1,3,1,27,46,60,180,4,5
442,13,217,13,2,3,1,1,50,300,600,3,5
443,4,279,4,2,3,1,53,8,420,540,2,5
444,10,383,10,2,3,1,99,54,420,540,3,5
445,4,372,5,1,3,3,3,17,180,300,1,5
446,8,233,9,1,3,1,27,5,0,300,3,5
447,3,518,5,1,3,3,34,83,180,300,4,5
448,9,6,10,1,3,2,5,35,0,300,2,5
449,13,348,13,2,3,3,9,13,420,540,1,5
450,1,110,1,1,3,3,78,85,180,300,2,5
451,11,89,11,1,3,2,31,100,180,300,2,5
452,14,502,15,1,3,3,14,26,180,300,1,5
453,10,5,10,1,3,2,77,40,60,180,4,5
454,10,563,11,1,3,3,29,44,60,180,3,5
455,10,153,11,1,3,2,5,66,180,300,3,5
456,5,556,6,1,3,1,41,44,180,300,4,5
457,9,289,10,1,3,2,13,28,0,300,3,5
458,9,502,10,1,3,3,90,56,0,300,1,5
459,7,162,7,1,3,3,84,95,180,300,3,5
460,14,55,14,1,3,3,34,48,60,180,2,5
461,12,120,13,1,3,3,3,5,180,300,3,5
462,2,264,2,2,3,1,97,17,420,540,4,5
463,13,22,13,1,3,1,65,30,60,180,4,5
464,13,95,14,1,3,3,98,99,0,300,4,5
465,1,204,2,1,3,2,3,64,0,300,4,5
466,6,22,6,1,3,2,4,13,60,180,3,5
467,6,241,7,1,3,1,11,59,60,180,4,5
468,14,200,14,2,3,3,42,93,300,600,1,5
469,14,386,16,1,3,2,49,93,0,300,4,5
470,5,433,7,1,3,3,18,64,180,300,1,5
471,11,397,11,2,3,3,18,73,420,540,3,5
472,5,480,6,1,3,3,83,10,60,180,4,5
473,7,155,8,1,3,3,86,8,60,180,3,5
474,7,125,7,1,3,2,70,40,180,300,3,5
475,11,276,12,1,3,3,4,80,60,180,1,5
476,6,233,7,1,3,1,25,50,180,300,3,5
477,9,466,11,1,3,2,70,7,0,300,2,5
478,10,379,11,1,3,1,43,70,180,300,3,5
479,1,354,2,1,3,3,93,87,0,300,2,5
480,12,454,13,1,3,2,72,66,60,180,3,5
481,4,65,4,1,3,2,14,47,180,300,3,5
482,6,28,7,1,3,2,98,65,60,180,4,5
483,2,426,3,1,3,3,1,0,180,300,2,5
484,14,375,14,2,3,1,66,85,420,540,2,5
485,10,121,11,1,3,3,83,46,180,300,2,5
486,8,78,8,1,3,3,5,50,180,300,1,5
487,10,52,12,1,3,3,99,63,0,300,3,5
488,13,314,14,1,3,2,54,76,60,180,3,5
489,11,583,13,1,3,1,33,42,180,300,2,5
490,7,484,9,1,3,3,7,15,180,300,3,5
491,11,443,12,1,3,3,56,69,60,180,1,5
492,4,225,5,1,3,1,57,22,60,180,3,5
493,2,94,3,1,3,3,55,47,180,300,4,5
494,4,242,4,2,3,1,59,66,300,420,2,5
495,7,292,8,1,3,2,95,59,180,300,4,5
496,9,284,10,1,3,1,57,30,0,300,1,5
497,12,195,12,2,3,2,79,92,420,540,2,5
498,5,193,6,1,3,1,44,3,60,180,2,5
499,2,366,2,2,3,2,73,79,420,540,3,5
500,4,283,5,1,3,3,66,30,60,180,4,5
501,14,353,15,1,3,3,89,58,60,180,4,5
502,12,63,12,1,3,2,87,2,180,300,2,5
503,1,143,2,1,3,1,65,29,60,180,3,5
504,14,309,14,2,3,2,71,10,420,540,2,5
505,7,281,7,2,3,3,19,85,300,600,3,5
506,5,163,5,1,3,1,87,95,180,300,3,5
507,1,41,1,1,3,1,32,13,60,180,3,5
508,7,324,7,2,3,1,96,58,420,540,3,5
509,9,106,9,1,3,3,90,73,180,300,4,5
510,12,562,14,1,3,3,44,0,0,300,1,5
511,12,315,12,2,3,1,98,30,420,540,3,5
512,12,508,14,1,3,3,50,83,0,300,3,5
513,6,131,6,1,3,3,17,45,180,300,4,5
514,10,491,12,2,3,2,25,10,60,180,4,5
515,7,52,7,1,3,1,77,68,60,180,1,5
516,8,92,9,1,3,3,47,34,0,300,4,5
517,10,583,12,1,3,2,92,57,180,300,3,5
518,7,575,8,1,3,2,39,81,180,300,2,5
519,12,324,12,2,3,3,81,44,420,540,3,5
520,6,383,6,2,3,3,6,52,420,540,1,5
521,14,425,15,1,3,2,41,82,0,300,1,5
522,5,150,6,1,3,1,65,36,180,300,2,5
523,1,127,1,1,3,3,10,47,180,300,1,5
524,11,573,13,1,3,1,50,28,0,300,1,5
525,2,365,3,1,3,1,50,38,180,300,4,5
526,7,71,8,1,3,3,26,80,0,300,4,5
527,1,102,1,1,3,3,6,66,180,300,4,5
528,3,292,4,1,3,1,95,64,180,300,1,5
