Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
166,10,39,10,1,3,1,30,63,60,180,1,5
167,5,188,7,1,3,1,66,97,0,300,2,5
168,1,106,2,1,3,1,76,46,0,300,1,5
169,2,372,2,2,3,2,18,82,420,540,4,5
170,5,548,6,2,3,1,58,17,300,600,2,5
171,3,348,3,2,3,1,66,16,420,540,1,5
172,6,472,7,1,3,2,55,68,60,180,1,5
173,3,254,3,2,3,1,41,81,420,540,3,5
174,7,219,8,1,3,1,99,12,180,300,2,5
175,8,565,9,1,3,1,96,67,0,300,1,5
176,10,175,11,1,3,2,42,0,60,180,4,5
177,12,145,12,2,3,2,53,53,420,540,3,5
178,13,217,13,2,3,2,12,4,420,540,1,5
179,11,128,11,2,3,2,66,29,180,300,1,5
180,12,516,14,2,3,1,34,84,60,180,3,5
181,5,573,6,1,3,1,24,11,60,180,3,5
182,13,224,14,1,3,1,81,89,180,300,2,5
183,13,559,14,1,3,2,22,28,180,300,3,5
184,1,170,2,1,3,2,68,66,0,300,1,5
185,14,232,14,2,3,1,88,41,300,420,2,5
186,13,411,14,1,3,1,22,12,180,300,1,5
187,6,518,7,1,3,2,34,1,180,300,2,5
188,7,303,7,2,3,1,84,95,420,540,4,5
189,7,366,7,2,3,1,3,3,420,540,3,5
190,4,263,5,1,3,2,97,22,60,180,4,5
191,13,503,14,1,3,1,41,8,0,300,4,5
192,2,17,2,2,3,1,5,67,180,300,4,5
193,11,58,11,1,3,1,28,10,60,180,3,5
194,10,202,10,2,3,2,92,15,300,600,1,5
195,7,298,7,2,3,2,25,63,300,600,4,5
196,2,172,2,1,3,1,35,28,180,300,3,5
197,14,402,14,2,3,1,60,21,420,540,2,5
198,10,193,12,1,3,2,78,78,60,180,4,5
199,2,466,4,1,3,2,66,49,60,180,2,5
200,1,124,1,1,3,2,11,80,180,300,3,5
201,7,190,8,1,3,1,18,5,0,300,2,5
202,10,560,11,1,3,2,13,20,180,300,1,5
203,10,242,12,1,3,2,81,16,60,180,4,5
204,8,382,9,1,3,1,20,71,60,180,4,5
205,1,256,2,1,3,2,76,50,180,300,2,5
206,14,208,14,2,3,2,27,29,420,540,4,5
207,7,205,7,2,3,1,37,34,300,420,2,5
208,10,435,12,1,3,2,20,29,60,180,4,5
209,14,373,14,2,3,1,12,15,420,540,4,5
210,5,574,6,1,3,2,77,47,0,300,1,5
211,6,125,6,1,3,2,100,61,180,300,3,5
212,14,282,14,2,3,2,99,51,420,540,3,5
213,6,328,7,1,3,2,64,80,60,180,1,5
214,12,337,13,1,3,2,14,52,60,180,1,5
215,7,339,8,1,3,2,1,100,60,180,1,5
216,4,2,4,1,3,2,96,89,60,180,4,5
217,12,243,13,2,3,1,57,66,180,300,3,5
218,6,255,6,2,3,1,81,77,300,600,3,5
219,14,275,16,2,3,2,100,32,420,540,3,5
220,13,422,15,2,3,1,83,21,60,180,2,5
221,11,535,12,2,3,1,6,10,180,300,4,5
222,1,373,2,1,3,2,0,71,180,300,4,5
223,13,77,13,1,3,2,8,75,180,300,2,5
224,4,288,4,2,3,2,15,81,300,420,2,5
225,3,495,4,1,3,2,96,99,60,180,2,5
226,1,420,2,1,3,2,8,58,60,180,1,5
227,6,555,7,2,3,2,83,85,0,300,4,5
228,1,323,2,1,3,2,100,48,60,180,3,5
229,5,383,5,2,3,1,78,67,420,540,3,5
230,1,577,3,2,3,1,4,42,60,180,4,5
231,14,67,14,2,3,2,42,92,420,540,3,5
232,7,597,9,2,3,2,6,14,420,540,3,5
233,3,226,3,2,3,2,98,72,300,600,3,5
234,2,559,4,1,3,1,33,15,60,180,3,5
235,8,500,9,1,3,1,20,69,60,180,4,5
236,1,270,1,2,3,1,90,31,300,420,1,5
237,11,2,12,1,3,1,82,80,0,300,4,5
238,4,181,4,2,3,1,9,52,420,540,2,5
239,5,304,6,1,3,2,6,93,0,300,3,5
240,7,130,8,2,3,2,99,19,0,300,1,5
241,8,489,9,1,3,1,2,52,0,300,2,5
242,4,31,4,2,3,1,13,86,0,300,4,5
243,3,224,3,2,3,2,86,80,420,540,1,5
244,11,45,12,2,3,2,30,21,0,300,1,5
245,4,411,4,2,3,1,4,77,420,540,3,5
246,4,560,5,1,3,2,42,66,60,180,4,5
247,14,52,14,2,3,1,57,91,420,540,3,5
248,4,299,4,2,3,2,71,56,300,420,3,5
249,2,199,2,2,3,1,93,32,300,420,3,5
250,10,415,10,2,3,1,87,77,420,540,3,5
251,6,524,7,1,3,2,46,80,60,180,1,5
252,6,442,7,2,3,2,10,3,420,540,1,5
253,6,93,7,2,3,2,68,65,0,300,2,5
254,12,507,14,1,3,1,26,4,60,180,2,5
255,13,224,14,1,3,1,29,16,60,180,4,5
256,11,288,11,2,3,2,23,86,420,540,3,5
257,13,74,14,2,3,1,60,60,420,540,2,5
258,13,546,14,1,3,2,80,94,60,180,4,5
259,8,556,10,1,3,2,9,79,0,300,2,5
260,8,352,9,1,3,1,6,53,0,300,4,5
261,4,555,6,2,3,1,79,45,300,600,3,5
262,3,198,4,1,3,2,80,24,60,180,1,5
263,8,201,9,1,3,1,60,39,0,300,1,5
264,14,578,15,2,3,2,92,17,420,540,1,5
265,11,93,11,2,3,1,94,43,180,300,4,5
266,2,26,2,1,3,2,5,95,60,180,3,5
267,8,335,9,1,3,2,48,64,0,300,2,5
268,8,478,10,2,3,1,11,33,420,540,4,5
269,4,150,5,1,3,1,68,44,60,180,1,5
270,7,371,8,2,3,1,100,94,300,600,4,5
271,12,95,12,1,3,2,98,56,180,300,1,5
272,10,471,11,2,3,2,94,9,300,420,1,5
273,7,415,8,2,3,1,3,71,300,600,2,5
274,8,248,8,2,3,2,47,76,300,600,1,5
275,12,316,13,1,3,1,32,29,180,300,2,5
276,4,287,5,1,3,2,4,100,0,300,4,5
277,8,61,8,2,3,2,44,36,300,600,3,5
278,11,327,11,2,3,2,87,85,420,540,1,5
279,6,115,6,1,3,1,21,89,180,300,3,5
280,3,552,4,2,3,2,24,40,300,600,1,5
281,7,178,7,1,3,2,57,97,180,300,1,5
282,2,108,2,1,3,1,77,48,180,300,2,5
283,8,222,9,1,3,1,45,24,0,300,3,5
284,9,448,10,2,3,2,9,84,180,300,4,5
285,7,531,8,1,3,2,76,14,0,300,2,5
286,8,511,10,2,3,2,25,72,60,180,3,5
287,14,304,15,1,3,1,39,4,180,300,2,5
288,14,293,16,1,3,1,37,51,180,300,4,5
289,4,138,4,1,3,1,49,37,180,300,2,5
290,7,362,8,1,3,2,75,12,180,300,1,5
291,5,327,5,2,3,2,9,93,420,540,4,5
292,7,354,7,2,3,2,44,90,420,540,4,5
293,6,43,6,2,3,2,37,8,60,180,4,5
294,11,383,11,2,3,2,89,17,420,540,2,5
295,1,275,2,2,3,1,71,66,300,600,4,5
296,1,339,1,2,3,2,71,58,420,540,2,5
297,13,534,15,1,3,1,84,24,180,300,3,5
298,9,135,9,1,3,1,25,58,180,300,3,5
299,10,333,10,2,3,1,18,92,420,540,2,5
300,5,594,7,1,3,2,57,35,60,180,3,5
301,1,545,2,1,3,2,64,77,180,300,4,5
302,10,63,10,1,3,2,16,77,180,300,3,5
303,3,216,4,1,3,2,27,96,0,300,2,5
304,13,509,14,1,3,2,25,91,180,300,1,5
305,3,314,4,1,3,1,45,64,60,180,2,5
306,9,231,10,2,3,2,32,18,420,540,3,5
307,10,308,10,2,3,1,35,13,420,540,1,5
308,12,344,12,2,3,2,39,31,420,540,3,5
309,9,106,9,2,3,2,22,67,180,300,1,5
310,10,465,12,2,3,2,54,80,60,180,2,5
311,2,93,2,1,3,1,47,42,180,300,4,5
312,10,510,12,1,3,2,14,7,180,300,2,5
313,3,37,4,2,3,1,60,99,60,180,4,5
314,8,539,9,2,3,2,81,78,60,180,2,5
315,11,444,12,1,3,1,15,47,180,300,4,5
316,9,199,10,1,3,1,73,11,60,180,1,5
317,2,359,2,2,3,2,93,58,420,540,4,5
318,13,61,14,2,3,2,36,45,60,180,3,5
319,7,98,8,1,3,1,1,8,180,300,4,5
320,4,126,4,2,3,1,13,70,420,540,1,5
321,1,243,2,1,3,1,87,13,180,300,3,5
322,14,301,15,1,3,2,7,18,60,180,2,5
323,8,553,10,1,3,1,23,14,0,300,3,5
324,12,519,13,1,3,2,93,54,60,180,2,5
325,10,75,10,1,3,2,57,61,180,300,2,5
326,4,291,4,2,3,1,92,20,420,540,1,5
327,8,300,8,2,3,2,73,64,300,420,4,5
328,14,575,16,1,3,1,37,26,0,300,4,5
329,12,583,14,1,3,1,86,58,180,300,4,5
330,8,241,8,2,3,2,51,47,420,540,1,5
331,4,30,5,1,3,2,74,46,60,180,4,5
332,9,100,9,1,3,2,64,16,180,300,1,5
333,2,562,3,1,3,2,91,56,60,180,4,5
334,3,125,4,2,3,1,85,1,180,300,2,5
335,12,138,13,1,3,1,33,9,0,300,3,5
336,10,195,10,2,3,1,79,37,420,540,1,5
337,12,301,13,2,3,1,78,31,300,420,1,5
338,2,185,3,1,3,1,68,49,60,180,4,5
339,11,421,13,1,3,2,16,36,60,180,2,5
340,5,489,6,1,3,1,88,59,60,180,3,5
341,12,497,13,1,3,2,24,77,0,300,3,5
342,8,147,8,1,3,2,38,35,180,300,4,5
343,8,333,9,1,3,2,40,20,0,300,2,5
344,11,203,11,2,3,1,58,63,300,420,1,5
345,7,542,8,2,3,2,10,51,60,180,3,5
346,8,427,10,2,3,1,94,96,300,420,4,5
347,1,295,1,2,3,1,84,36,300,420,4,5
348,3,197,3,2,3,1,50,33,420,540,2,5
349,4,449,6,1,3,2,22,41,0,300,1,5
350,3,420,4,1,3,1,53,64,0,300,4,5
351,13,137,13,1,3,2,86,73,180,300,2,5
352,4,496,6,2,3,1,93,0,180,300,4,5
353,12,7,12,1,3,2,60,71,60,180,1,5
354,3,284,3,2,3,1,53,95,420,540,2,5
355,1,262,2,1,3,2,99,100,0,300,4,5
356,13,415,13,2,3,2,20,72,420,540,3,5
357,9,325,9,2,3,2,41,58,420,540,3,5
358,3,196,4,1,3,2,69,16,180,300,2,5
359,10,440,12,2,3,1,8,81,60,180,1,5
360,11,49,11,1,3,1,12,74,60,180,4,5
361,9,313,9,2,3,1,9,78,420,540,1,5
362,3,344,5,1,3,2,50,25,180,300,3,5
363,14,40,16,1,3,1,70,45,60,180,1,5
364,7,165,7,1,3,1,14,56,180,300,4,5
365,12,592,13,1,3,2,96,56,60,180,4,5
366,6,390,6,2,3,1,31,46,420,540,3,5
367,6,324,6,2,3,1,19,30,420,540,4,5
368,11,12,11,2,3,1,27,100,0,300,1,5
369,11,426,13,1,3,2,13,45,0,300,3,5
370,11,332,12,1,3,2,86,97,0,300,1,5
371,14,536,16,1,3,1,51,38,60,180,3,5
372,8,289,8,2,3,2,31,67,420,540,3,5
373,1,484,2,2,3,1,84,42,420,540,3,5
374,10,10,10,2,3,2,91,63,180,300,1,5
375,1,9,1,1,3,1,37,34,60,180,4,5
376,13,366,15,2,3,2,50,86,0,300,4,5
377,11,136,12,1,3,1,68,14,180,300,2,5
378,2,117,2,2,3,1,67,86,420,540,4,5
379,2,600,4,1,3,1,39,9,0,300,3,5
380,11,68,11,2,3,1,3,33,420,540,3,5
381,1,507,2,2,3,1,83,24,420,540,2,5
382,4,426,6,1,3,1,75,98,60,180,3,5
383,1,314,1,2,3,1,77,21,420,540,2,5
384,7,139,7,1,3,1,94,97,180,300,1,5
385,3,9,3,1,3,1,9,87,60,180,2,5
386,8,145,9,1,3,2,79,85,0,300,2,5
387,10,20,11,2,3,1,92,17,60,180,1,5
388,3,326,3,2,3,2,61,48,420,540,4,5
389,3,88,3,2,3,2,0,15,180,300,1,5
390,14,198,14,2,3,1,21,1,300,420,2,5
391,2,294,2,2,3,2,96,34,420,540,2,5
392,1,56,2,1,3,2,51,79,60,180,3,5
393,6,565,7,1,3,2,4,67,0,300,2,5
394,13,567,15,1,3,1,37,39,180,300,3,5
395,1,276,1,2,3,2,56,19,300,420,4,5
396,7,514,8,2,3,2,71,41,180,300,3,5
397,2,173,3,1,3,1,20,72,180,300,4,5
398,1,57,1,2,3,2,1,85,180,300,4,5
399,4,441,5,2,3,1,37,89,60,180,4,5
400,6,114,6,2,3,1,17,16,420,540,2,5
401,11,42,12,1,3,1,25,48,180,300,1,5
402,13,546,14,1,3,2,55,44,0,300,1,5
403,11,12,11,1,3,2,46,76,60,180,2,5
404,8,134,8,1,3,2,52,21,180,300,3,5
405,2,238,2,2,3,2,80,18,300,420,3,5
406,12,26,12,2,3,1,26,94,0,300,4,5
407,5,293,6,1,3,1,67,41,60,180,1,5
408,6,555,8,1,3,1,2,61,0,300,3,5
409,11,320,12,1,3,1,79,83,180,300,4,5
410,5,570,7,1,3,2,100,35,60,180,2,5
411,8,264,8,2,3,1,31,37,300,420,3,5
412,14,450,15,1,3,1,48,38,0,300,1,5
413,1,216,1,2,3,1,20,5,300,420,1,5
414,4,415,4,2,3,1,14,80,420,540,3,5
415,1,401,3,2,3,2,37,75,420,540,1,5
416,13,579,14,1,3,1,44,94,180,300,1,5
417,2,289,2,2,3,2,91,76,420,540,2,5
418,6,61,6,2,3,2,92,82,420,540,1,5
419,7,398,9,1,3,2,94,14,0,300,3,5
420,11,528,12,1,3,1,100,94,180,300,3,5
421,1,522,3,1,3,1,14,26,180,300,1,5
422,13,111,14,2,3,1,67,40,300,600,4,5
423,8,495,9,2,3,2,98,12,180,300,3,5
424,13,38,13,1,3,1,93,92,60,180,2,5
425,3,81,3,1,3,1,37,35,180,300,4,5
426,12,479,14,1,3,2,85,5,0,300,4,5
427,14,89,15,1,3,2,63,42,60,180,4,5
428,6,3,6,1,3,2,63,23,60,180,4,5
429,8,372,9,1,3,2,77,68,180,300,4,5
430,8,303,10,1,3,1,29,57,0,300,4,5
431,1,258,1,2,3,2,82,39,300,600,4,5
432,12,560,13,2,3,1,63,78,60,180,2,5
433,6,254,6,2,3,1,16,46,300,420,3,5
434,11,521,12,2,3,1,50,88,420,540,1,5
435,11,129,11,1,3,1,6,50,180,300,3,5
436,6,179,7,1,3,1,55,93,0,300,3,5
437,8,364,9,2,3,1,36,31,180,300,3,5
438,6,444,8,2,3,2,53,4,0,300,4,5
439,12,263,12,2,3,1,2,32,420,540,3,5
440,14,162,15,1,3,2,42,81,180,300,2,5
441,7,252,7,2,3,1,9,46,300,600,3,5
442,9,504,11,2,3,2,18,78,0,300,4,5
443,1,191,1,2,3,2,95,10,300,420,1,5
444,11,370,12,1,3,2,52,9,60,180,1,5
445,12,489,13,1,3,2,58,27,0,300,2,5
446,7,16,7,1,3,2,28,22,60,180,3,5
447,3,544,4,2,3,1,9,86,180,300,3,5
448,8,413,9,1,3,2,96,77,60,180,2,5
449,6,378,7,1,3,1,17,94,60,180,2,5
450,14,141,15,1,3,2,1,94,0,300,3,5
451,6,191,6,2,3,1,48,81,300,600,1,5
452,1,343,1,2,3,2,35,41,420,540,1,5
453,11,195,11,2,3,1,14,4,420,540,3,5
454,14,88,14,1,3,1,75,63,180,300,1,5
455,5,350,6,2,3,1,87,60,420,540,1,5
456,6,562,8,1,3,2,39,10,180,300,1,5
457,7,497,8,1,3,2,74,33,60,180,1,5
458,2,598,4,1,3,2,0,1,180,300,3,5
459,8,95,8,2,3,2,66,24,420,540,2,5
460,2,352,4,2,3,1,29,64,420,540,2,5
461,12,49,14,1,3,2,48,84,0,300,4,5
462,8,27,8,1,3,1,40,50,60,180,3,5
463,14,247,15,1,3,1,68,13,180,300,2,5
464,1,285,2,1,3,1,20,23,0,300,1,5
465,7,279,7,2,3,2,95,26,300,600,1,5
466,1,478,2,1,3,1,77,80,0,300,3,5
467,1,527,3,1,3,1,3,5,60,180,1,5
468,10,395,10,2,3,1,21,90,420,540,3,5
469,3,543,5,1,3,2,93,98,0,300,2,5
470,12,474,13,1,3,1,22,93,60,180,2,5
471,11,258,11,2,3,2,34,24,420,540,4,5
472,9,134,9,2,3,2,28,69,300,600,4,5
473,11,204,11,2,3,2,22,98,420,540,3,5
474,9,247,9,2,3,2,79,95,300,420,1,5
475,3,376,3,2,3,2,90,80,420,540,1,5
476,10,388,10,2,3,1,85,54,420,540,1,5
477,13,441,14,1,3,1,49,94,0,300,1,5
478,1,491,2,1,3,2,45,0,180,300,1,5
479,6,263,7,2,3,2,53,20,0,300,2,5
480,11,145,11,1,3,2,85,66,180,300,3,5
481,9,421,10,1,3,1,15,84,60,180,1,5
482,8,30,9,1,3,2,85,45,60,180,1,5
483,5,27,6,1,3,2,29,42,180,300,1,5
484,5,416,5,2,3,1,86,38,420,540,3,5
485,5,116,5,2,3,2,76,33,180,300,1,5
486,10,595,11,2,3,2,59,59,0,300,1,5
487,9,553,11,1,3,1,44,93,60,180,4,5
488,12,442,14,1,3,2,8,95,180,300,1,5
489,2,229,2,2,3,1,1,7,420,540,1,5
490,3,258,3,2,3,1,82,96,300,600,3,5
491,1,184,2,1,3,1,89,36,60,180,2,5
492,8,437,10,2,3,2,72,36,300,600,1,5
493,2,465,4,2,3,2,86,1,180,300,1,5
494,9,239,10,1,3,1,17,0,180,300,2,5
495,10,190,11,1,3,2,71,80,0,300,4,5
496,5,207,6,1,3,1,79,47,180,300,2,5
497,1,21,1,1,3,1,91,40,60,180,1,5
498,10,551,12,1,3,2,100,35,0,300,1,5
499,9,133,9,2,3,2,96,30,300,600,3,5
500,7,161,7,1,3,2,18,28,180,300,4,5
501,11,298,11,2,3,1,80,90,300,420,3,5
502,9,112,9,1,3,2,0,0,180,300,4,5
503,1,261,1,2,3,1,30,90,420,540,1,5
504,2,396,3,2,3,1,56,25,420,540,3,5
505,13,191,13,2,3,1,60,40,420,540,4,5
506,7,340,8,2,3,1,22,41,300,600,1,5
507,3,32,3,1,3,1,5,72,60,180,4,5
508,5,557,6,1,3,1,29,17,60,180,2,5
509,8,462,10,2,3,1,71,79,420,540,1,5
510,6,366,6,2,3,2,56,94,420,540,1,5
511,1,423,3,1,3,2,68,47,60,180,4,5
512,1,468,2,2,3,1,69,37,420,540,4,5
513,10,497,11,1,3,1,56,71,60,180,1,5
514,8,24,8,2,3,1,78,84,300,600,4,5
515,9,78,9,1,3,2,42,14,180,300,3,5
516,3,25,3,1,3,1,76,91,60,180,1,5
517,4,136,4,1,3,2,48,21,180,300,2,5
518,14,189,14,2,3,1,11,6,420,540,1,5
519,1,377,1,2,3,1,3,2,420,540,4,5
520,7,436,9,2,3,1,39,3,420,540,1,5
521,7,330,7,2,3,2,37,89,420,540,4,5
522,9,595,11,1,3,1,96,12,0,300,4,5
523,12,70,13,1,3,2,35,45,0,300,3,5
524,4,373,5,1,3,2,71,86,60,180,3,5
525,5,93,5,2,3,1,51,27,420,540,3,5
526,12,596,13,1,3,1,35,56,180,300,2,5
527,11,37,11,1,3,1,83,14,60,180,3,5
528,14,444,16,1,3,2,84,47,60,180,2,5
529,4,336,5,2,3,2,51,34,180,300,4,5
530,7,236,7,2,3,1,50,42,300,600,4,5
